Year,Project,Project Code,Trip Number,ADFG Number,Vessel Name,Sample Date,Project Code,Groundfish Stat Area,Groundfish Stat Area Group,Groundfish Management Area Code,Sample Type Code,Sample Type,Specimen Number,Length Millimeters,Weight Kilograms,Age,Girth Millimeters,Species Code,Species,Length Type Code,Length Type,Age Readability Code,Age Readability,Sex Code,Maturity Code,Maturity
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,11,630,4.4,39,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,12,570,3.4,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,13,610,4.3,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,14,650,5,45,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,15,500,2.5,21,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,16,630,5.2,52,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,17,600,3.6,27,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,18,540,2.8,18,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,19,790,8.3,80,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,5,Unsure,1,9,Not observed
2020,Commercial Halibut Longline,621,9101,20105,LINDY,11/10/2020 0:00,621,,NSEI 05,NSEI,1,Random,20,540,2.8,28,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,1,690,6.6,46,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,2,600,4.8,35,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,3,700,6.3,38,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,4,640,4.7,29,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,5,630,4.3,,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,  ,,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,6,600,4.2,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,7,530,3,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,8,610,4.7,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,9,650,6,42,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,10,670,5.2,41,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,11,590,3.8,26,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,12,590,4.5,24,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,13,620,4.6,,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,  ,,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,14,560,3.6,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,15,720,7.3,62,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,16,650,5.1,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,17,620,4.7,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9301,77044,LUCY O,5/13/2020 0:00,621,375801,,EYKT,1,Random,18,710,6.4,52,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,1,580,3.2,31,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,99,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,2,630,5.3,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,3,540,2.6,30,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,1,Very Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,4,550,2.9,27,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,1,Very Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,5,630,4.2,35,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,6,490,2.1,26,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,99,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,7,630,4.1,53,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,8,690,5.4,54,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,9,520,2.4,26,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,99,9,Not observed
2020,Commercial Halibut Longline,621,9302,1823,LUCKY STAR,5/15/2020 0:00,621,355703,,CSEO,1,Random,10,680,4.9,46,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,1,560,3.7,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,2,660,4.6,43,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,3,560,3,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,4,670,6.2,52,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,5,560,3.5,35,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,6,580,4.9,42,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,7,540,2.9,39,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,8,570,3.2,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,9,510,2.4,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,10,590,3.7,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,11,590,4.9,41,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,12,550,3.4,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,13,530,2.8,28,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,14,560,2.9,35,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,15,440,1.5,23,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,16,580,3.7,32,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,17,570,3.3,32,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,18,610,4.1,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,19,590,3.6,35,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,20,670,5.2,50,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,21,630,4.8,56,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,22,720,6.7,68,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,23,590,4.2,37,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,24,680,5.1,62,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,25,590,4,38,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,26,580,3.5,40,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,27,570,4.5,44,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,28,590,4,38,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,29,540,3,34,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,30,460,1.7,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,31,570,3.4,33,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,32,530,3,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,33,530,3.2,37,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,34,580,3.5,37,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,35,620,4.2,41,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,36,560,3.3,34,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9303,31159,JAEGER,6/5/2020 0:00,621,375801,,EYKT,1,Random,37,600,3.9,49,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,1,520,2.8,34,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,2,690,6.1,67,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,3,650,4.4,49,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,4,670,5.1,61,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,5,630,4,43,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,6,590,4.3,57,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,7,600,4.3,58,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,8,520,2.4,27,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,9,610,3.6,43,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,10,520,2.4,26,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,11,540,4.5,41,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,12,490,1.8,30,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,13,630,4,35,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,14,630,4.6,50,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,15,530,2.6,32,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,16,620,4.3,38,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,17,660,5.4,60,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,18,590,3.6,37,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,19,580,3.3,39,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,20,640,5,41,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,21,590,3.3,37,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,22,600,4.1,40,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,23,540,2.8,32,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,24,590,3.7,36,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9304,22778,INDIGO,6/25/2020 0:00,621,355631,,CSEO,1,Random,25,550,2.6,26,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,1,620,4.5,37,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,2,510,2.4,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,3,540,2.8,22,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,4,470,1.8,25,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,5,540,2.8,29,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,6,480,1.8,24,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,1,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,7,530,2.8,27,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,3,Fairly Sure,2,9,Not observed
2020,Commercial Halibut Longline,621,9305,20248,EL DORADO,7/17/2020 0:00,621,365731,,NSEO,1,Random,8,590,3.7,38,,145,Yelloweye rockfish,1,Tip of snout to fork of tail,2,Comfortably Sure,2,9,Not observed
