"","X","Subdistrict","Year","Density","CV","Area_km2","YE_abund","var.Dens","var.Abund","mean.YE.kg_rand","var.YE.kg_rand","bootvar.YE.kg_rand","N.wts_rand","wt_yrs_rand","mean.YE.kg_dir","var.YE.kg_dir","bootvar.YE.kg_dir","N.wts_dir","wt_yrs_dir","mean.YE.kg_hal","var.YE.kg_hal","bootvar.YE.kg_hal","N.wts_hal","wt_yrs_hal","Biomass.kg","var.Biomass.kg","Biomass.cv","Biomass.mt"
"27",27,"NSEO",2000,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0120446276074285,148,"1988-2000",3.32074324324324,1.81991168872955,0.0122522290482182,148,"1988-2000",4.0244,1.85850973737374,0.0184633291626026,100,"2000-2008",NA,NA,NA,NA
"28",28,"SSEO",2000,NA,1,1056,NA,NA,NA,3.47608640406607,1.72020120372077,0.00217666233337665,787,"2000-2000",3.47076379066478,1.67855012401281,0.00238868482944512,707,"2000-2000",4.44604938271605,1.29050419753086,0.0151273926680224,81,"2000-2009",NA,NA,NA,NA
"29",29,"CSEO",2001,NA,1,1661,NA,NA,NA,3.27750922509225,1.38384350730846,0.00258183804430205,542,"2001-2001",3.27750922509225,1.38384350730846,0.00249744716473087,542,"2001-2001",3.20819587628866,1.52965823543515,0.00387091156091526,388,"2001-2008",NA,NA,NA,NA
"30",30,"EYKT",2001,NA,1,739,NA,NA,NA,4.30197674418605,2.02073252423893,0.00588549557571955,344,"2001-2001",4.30197674418605,2.02073252423893,0.00570675952123026,344,"2001-2001",4.23607692307692,2.63936524502525,0.00983989441699688,260,"2001-2010",NA,NA,NA,NA
"31",31,"NSEO",2001,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0120250273877055,148,"1988-2001",3.32074324324324,1.81991168872955,0.0122452151547046,148,"1988-2001",4.0244,1.85850973737374,0.0184394744861261,100,"2001-2008",NA,NA,NA,NA
"32",32,"SSEO",2001,NA,1,1056,NA,NA,NA,3.26751131221719,1.24076605100782,0.00612677329264934,221,"2001-2001",3.26751131221719,1.24076605100782,0.00559429144700074,221,"2001-2001",4.44604938271605,1.29050419753086,0.0178798327318478,81,"2001-2009",NA,NA,NA,NA
"33",33,"CSEO",2002,NA,1,1661,NA,NA,NA,3.14940082644628,1.45296009573431,0.00302654026330092,484,"2002-2002",3.14940082644628,1.45296009573431,0.00271378425292822,484,"2002-2002",3.20819587628866,1.52965823543515,0.00404838110139845,388,"2002-2008",NA,NA,NA,NA
"34",34,"EYKT",2002,NA,1,739,NA,NA,NA,4.30197674418605,2.02073252423893,0.00595665694460009,344,"2001-2002",4.30197674418605,2.02073252423893,0.00572492355761657,344,"2001-2002",4.23607692307692,2.63936524502525,0.0106291594855669,260,"2002-2010",NA,NA,NA,NA
"35",35,"NSEO",2002,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0126053503524708,148,"1988-2002",3.32074324324324,1.81991168872955,0.0119732652138579,148,"1988-2002",4.0244,1.85850973737374,0.018754112405996,100,"2002-2008",NA,NA,NA,NA
"36",36,"SSEO",2002,NA,1,1056,NA,NA,NA,3.42202558635394,1.56494054635249,0.00321469077597972,469,"2002-2002",3.44141230068337,1.50219023829584,0.00348067581957194,439,"2002-2002",4.44604938271605,1.29050419753086,0.0146494979020935,81,"2002-2009",NA,NA,NA,NA
"37",37,"CSEO",2003,1853,0.1,1661,3077833,34336.09,94730559758.89,3.00391402714932,1.36040165245585,0.00262506441053162,442,"2003-2003",3.01857787810384,1.45258145715657,0.00303565553905387,443,"2003-2003",3.20819587628866,1.52965823543515,0.0037929016727902,388,"2002-2008",9245545.72192308,879917212883.994,0.101458481030651,9245.54572192308
"38",38,"EYKT",2003,3825,0.17,739,2826675,422825.0625,230913645957.562,4.30197674418605,2.02073252423893,0.00603058580680126,344,"2001-2003",4.30197674418605,2.02073252423893,0.00564735200551332,344,"2001-2003",4.23607692307692,2.63936524502525,0.0106899966161191,260,"2002-2010",12160290.1133721,4323097225322.04,0.170983248986165,12160.2901133721
"39",39,"NSEO",2003,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0124452451337386,148,"1988-2003",3.32074324324324,1.81991168872955,0.0130515002574479,148,"1988-2003",4.0244,1.85850973737374,0.0170269526938038,100,"2002-2008",NA,NA,NA,NA
"40",40,"SSEO",2003,NA,1,1056,NA,NA,NA,3.37775757575758,1.45621140428677,0.00821766439356161,165,"2003-2003",3.37775757575758,1.45621140428677,0.00807816714918408,165,"2003-2003",4.44604938271605,1.29050419753086,0.0149487673300491,81,"2002-2009",NA,NA,NA,NA
"41",41,"CSEO",2004,NA,1,1661,NA,NA,NA,2.95653266331658,1.28007731079641,0.00647001691845882,199,"2004-2004",2.94153110047847,1.62405629830696,0.00807618053339849,209,"2004-2004",3.20819587628866,1.52965823543515,0.00398435479871145,388,"2002-2008",NA,NA,NA,NA
"42",42,"EYKT",2004,NA,1,739,NA,NA,NA,3.84867043847242,1.76574695497474,0.00244758092494664,707,"2004-2004",3.806492434663,1.97177514560384,0.00265153732105288,727,"2004-2004",4.23607692307692,2.63936524502525,0.0102931672274627,260,"2002-2010",NA,NA,NA,NA
"43",43,"NSEO",2004,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0118820198331961,148,"1988-2004",3.32074324324324,1.81991168872955,0.0127573844421074,148,"1988-2004",4.0244,1.85850973737374,0.0190716466187788,100,"2002-2008",NA,NA,NA,NA
"44",44,"SSEO",2004,NA,1,1056,NA,NA,NA,3.25435443037975,1.31816119385723,0.00349990538147762,395,"2004-2004",3.25435443037975,1.31816119385723,0.00348493121089941,395,"2004-2004",4.44604938271605,1.29050419753086,0.0172487316281988,81,"2002-2009",NA,NA,NA,NA
"45",45,"CSEO",2005,NA,1,1661,NA,NA,NA,2.95653266331658,1.28007731079641,0.00675993690313126,199,"2004-2005",2.94153110047847,1.62405629830696,0.00778237599788154,209,"2004-2005",3.20819587628866,1.52965823543515,0.00386892370314238,388,"2002-2008",NA,NA,NA,NA
"46",46,"EYKT",2005,NA,1,739,NA,NA,NA,4.1286170212766,2.48356661560284,0.00669365436458343,376,"2005-2005",4.1286170212766,2.48356661560284,0.00677267825076024,376,"2005-2005",4.23607692307692,2.63936524502525,0.00977413423642429,260,"2002-2010",NA,NA,NA,NA
"47",47,"NSEO",2005,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0121881132377767,148,"1988-2005",3.32074324324324,1.81991168872955,0.0130122881658092,148,"1988-2005",4.0244,1.85850973737374,0.0184082273288388,100,"2002-2008",NA,NA,NA,NA
"48",48,"SSEO",2005,2357,0.18,1056,2488992,179996.5476,200720630104.474,3.25435443037975,1.31816119385723,0.00357576471237525,395,"2004-2005",3.25435443037975,1.31816119385723,0.00304335753497513,395,"2004-2005",4.44604938271605,1.29050419753086,0.0173135214248542,81,"2002-2009",8100062.14237975,2148666499823.24,0.180965653569031,8100.06214237975
"49",49,"CSEO",2006,NA,1,1661,NA,NA,NA,2.95653266331658,1.28007731079641,0.00609755023797566,199,"2004-2006",2.94153110047847,1.62405629830696,0.00759337327519823,209,"2004-2006",3.20819587628866,1.52965823543515,0.0036005396441292,388,"2002-2008",NA,NA,NA,NA
"50",50,"EYKT",2006,NA,1,739,NA,NA,NA,4.1286170212766,2.48356661560284,0.0062566673884663,376,"2005-2006",4.1286170212766,2.48356661560284,0.00660289468392042,376,"2005-2006",4.23607692307692,2.63936524502525,0.00992809579898834,260,"2002-2010",NA,NA,NA,NA
"51",51,"NSEO",2006,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0136669383539813,148,"1988-2006",3.32074324324324,1.81991168872955,0.0119646032440357,148,"1988-2006",4.0244,1.85850973737374,0.0180662102402803,100,"2002-2008",NA,NA,NA,NA
"52",52,"SSEO",2006,NA,1,1056,NA,NA,NA,3.25435443037975,1.31816119385723,0.00327670616261896,395,"2004-2006",3.25435443037975,1.31816119385723,0.00330243413097186,395,"2004-2006",4.44604938271605,1.29050419753086,0.0149578399442576,81,"2002-2009",NA,NA,NA,NA
"53",53,"CSEO",2007,1050,0.12,1661,1744050,15876,43800629796,2.95653266331658,1.28007731079641,0.00623608119899905,199,"2004-2007",2.94153110047847,1.62405629830696,0.00819652027804687,209,"2004-2007",3.20819587628866,1.52965823543515,0.00416199195210728,388,"2002-2008",5156340.79145729,402106542487.913,0.122978433523226,5156.34079145729
"54",54,"EYKT",2007,NA,1,739,NA,NA,NA,4.1286170212766,2.48356661560284,0.00645189796558385,376,"2005-2007",4.1286170212766,2.48356661560284,0.00640495127398718,376,"2005-2007",4.23607692307692,2.63936524502525,0.00909696466736559,260,"2002-2010",NA,NA,NA,NA
"55",55,"NSEO",2007,NA,1,442,NA,NA,NA,3.32074324324324,1.81991168872955,0.0121758924720191,148,"1988-2007",3.32074324324324,1.81991168872955,0.0126969886558171,148,"1988-2007",4.0244,1.85850973737374,0.0176204127875776,100,"2002-2008",NA,NA,NA,NA
"56",56,"SSEO",2007,NA,1,1056,NA,NA,NA,3.25435443037975,1.31816119385723,0.00325707719895829,395,"2004-2007",3.25435443037975,1.31816119385723,0.00334298610421734,395,"2004-2007",4.44604938271605,1.29050419753086,0.0156519730963397,81,"2002-2009",NA,NA,NA,NA
"57",57,"CSEO",2008,NA,1,1661,NA,NA,NA,3.20819587628866,1.52965823543515,0.0041818882306661,388,"2008-2008",2.94153110047847,1.62405629830696,0.00750676384285661,209,"2004-2008",3.20819587628866,1.52965823543515,0.00398407147845848,388,"2008-2008",NA,NA,NA,NA
"58",58,"EYKT",2008,NA,1,739,NA,NA,NA,3.67866788321168,2.21782838675456,0.00384472109081083,548,"2008-2008",3.67866788321168,2.21782838675456,0.00375445263676985,548,"2008-2008",4.23607692307692,2.63936524502525,0.00968061356241449,260,"2002-2010",NA,NA,NA,NA
"59",59,"NSEO",2008,NA,1,442,NA,NA,NA,4.0244,1.85850973737374,0.0182105916251852,100,"2008-2008",3.32074324324324,1.81991168872955,0.0122394698831364,148,"1988-2008",4.0244,1.85850973737374,0.018213839674034,100,"2008-2008",NA,NA,NA,NA
"60",60,"SSEO",2008,NA,1,1056,NA,NA,NA,3.72977777777778,1.75960777157045,0.00975655386873293,180,"2008-2008",3.50807142857143,1.75189481500514,0.0125576047997181,140,"2008-2008",4.44604938271605,1.29050419753086,0.0155711829433457,81,"2002-2009",NA,NA,NA,NA
"61",61,"CSEO",2009,NA,1,1661,NA,NA,NA,3.57248658318426,1.56439864453293,0.00253100241532555,559,"2009-2009",2.94153110047847,1.62405629830696,0.00802078584954085,209,"2004-2009",3.57248658318426,1.56439864453293,0.00273383820919847,559,"2009-2009",NA,NA,NA,NA
"62",62,"EYKT",2009,1930,0.17,739,1426270,107649.61,58789712662.81,3.98642335766423,2.2882581166015,0.00413025049943885,548,"2009-2009",3.98642335766423,2.2882581166015,0.00421156845448964,548,"2009-2009",4.23607692307692,2.63936524502525,0.00986099762394199,260,"2002-2010",5685716.04233577,942905666080.621,0.17078469816316,5685.71604233577
"63",63,"NSEO",2009,NA,1,442,NA,NA,NA,3.34819672131148,1.79239288416502,0.00963826174092513,183,"2009-2009",3.32074324324324,1.81991168872955,0.0121806468959783,148,"1988-2009",3.34819672131148,1.79239288416502,0.0104898918234308,183,"2009-2009",NA,NA,NA,NA
"64",64,"SSEO",2009,NA,1,1056,NA,NA,NA,3.53147058823529,1.73665285415942,0.00951076896910405,170,"2009-2009",3.2593023255814,1.49534247819767,0.011751341754446,129,"2009-2009",4.44604938271605,1.29050419753086,0.015761779025848,81,"2008-2009",NA,NA,NA,NA
"65",65,"CSEO",2010,NA,1,1661,NA,NA,NA,3.51457731958763,1.47784264122007,0.00312463089248713,485,"2010-2010",2.94153110047847,1.62405629830696,0.00819707205654637,209,"2004-2010",3.51457731958763,1.47784264122007,0.00314028056856133,485,"2010-2010",NA,NA,NA,NA
"66",66,"EYKT",2010,NA,1,739,NA,NA,NA,4.23607692307692,2.63936524502525,0.0101139166685265,260,"2010-2010",3.98642335766423,2.2882581166015,0.00425356994504461,548,"2009-2010",4.23607692307692,2.63936524502525,0.0105878455878304,260,"2010-2010",NA,NA,NA,NA
"67",67,"NSEO",2010,NA,1,442,NA,NA,NA,3.92046511627907,3.00425241398069,0.0174042480115019,172,"2010-2010",3.32074324324324,1.81991168872955,0.0126573301841652,148,"1988-2010",3.92046511627907,3.00425241398069,0.0181666436069351,172,"2010-2010",NA,NA,NA,NA
"68",68,"SSEO",2010,NA,1,1056,NA,NA,NA,3.37733333333333,1.26270901669759,0.00224058301173052,540,"2010-2010",3.30761224489796,1.2198317102792,0.00244746028003805,490,"2010-2010",4.20802197802198,1.36954271062271,0.0145772905976379,91,"2009-2010",NA,NA,NA,NA
"69",69,"CSEO",2011,NA,1,1661,NA,NA,NA,3.21916370106762,1.53975634035562,0.0028800795609188,562,"2011-2011",2.94153110047847,1.62405629830696,0.00756588213445468,209,"2004-2011",3.21916370106762,1.53975634035562,0.00273407975214104,562,"2011-2011",NA,NA,NA,NA
"70",70,"EYKT",2011,NA,1,739,NA,NA,NA,4.3497920997921,2.59674579002079,0.00513091331439972,481,"2011-2011",3.98642335766423,2.2882581166015,0.00434910662581937,548,"2009-2011",4.3497920997921,2.59674579002079,0.00493338931476417,481,"2011-2011",NA,NA,NA,NA
"71",71,"NSEO",2011,NA,1,442,NA,NA,NA,3.43333333333333,1.38998958333333,0.0108811625831468,129,"2011-2011",3.32074324324324,1.81991168872955,0.0131236238520067,148,"1988-2011",3.43333333333333,1.38998958333333,0.0102982830002408,129,"2011-2011",NA,NA,NA,NA
"72",72,"SSEO",2011,NA,1,1056,NA,NA,NA,3.50931726907631,1.701476548128,0.00683381364803619,249,"2011-2011",3.50931726907631,1.701476548128,0.00691094773844182,249,"2011-2011",4.20802197802198,1.36954271062271,0.0155723377216004,91,"2009-2011",NA,NA,NA,NA
"73",73,"CSEO",2012,752,0.13,1661,1249072,9557.0176,26367056554.0096,3.40494226327945,1.28192352267418,0.0014283872997414,866,"2012-2012",3.38101724137931,1.35672590643797,0.00239487671104636,580,"2012-2012",3.45346153846154,1.13092727395412,0.00389661942123918,286,"2012-2012",4253018.04267898,307956150661.993,0.130480981866092,4253.01804267898
"74",74,"EYKT",2012,NA,1,739,NA,NA,NA,4.37151138716356,2.55021201385984,0.00255610405037178,966,"2012-2012",4.30592013888889,2.51893445621981,0.00449055033094165,576,"2012-2012",4.48393861892583,2.67518137058168,0.00671131019604779,391,"2012-2012",NA,NA,NA,NA
"75",75,"NSEO",2012,NA,1,442,NA,NA,NA,3.24063829787234,1.58986195378632,0.0175269283657129,94,"2012-2012",3.32074324324324,1.81991168872955,0.0126559240262496,148,"1988-2012",3.24063829787234,1.58986195378632,0.016742475997002,94,"2012-2012",NA,NA,NA,NA
"76",76,"SSEO",2012,NA,1,1056,NA,NA,NA,3.67593525179856,1.55483937485391,0.00563410315334614,278,"2012-2012",3.68419871794872,1.55272282855141,0.00474292040850844,312,"2012-2012",4.20802197802198,1.36954271062271,0.0148147016665138,91,"2009-2012",NA,NA,NA,NA
"77",77,"CSEO",2013,NA,1,1661,NA,NA,NA,3.18863957597173,1.27304717251947,0.00243412766246875,566,"2013-2013",3.18863957597173,1.27304717251947,0.00228151472236761,566,"2013-2013",3.45346153846154,1.13092727395412,0.0041929484871137,286,"2012-2013",NA,NA,NA,NA
"78",78,"EYKT",2013,NA,1,739,NA,NA,NA,4.06365765765766,2.38911962988259,0.00456673348533177,555,"2013-2013",4.06365765765766,2.38911962988259,0.00435927074653454,555,"2013-2013",4.48393861892583,2.67518137058168,0.00674494589554331,391,"2012-2013",NA,NA,NA,NA
"79",79,"NSEO",2013,NA,1,442,NA,NA,NA,3.24063829787234,1.58986195378632,0.0158887746313992,94,"2012-2013",3.32074324324324,1.81991168872955,0.0119518260465725,148,"1988-2013",3.24063829787234,1.58986195378632,0.0160976354201191,94,"2012-2013",NA,NA,NA,NA
"80",80,"SSEO",2013,986,0.22,1056,1041216,47054.2864,52471928718.9504,3.53490161001789,1.65316231109059,0.00285991387725775,559,"2013-2013",3.53490161001789,1.65316231109059,0.00303643223398705,559,"2013-2013",4.20802197802198,1.36954271062271,0.0148203499284818,91,"2009-2013",3680596.11477639,658915113387.732,0.220544672380437,3680.59611477639
"81",81,"CSEO",2014,NA,1,1661,NA,NA,NA,3.40359840954274,1.46042746390185,0.0030948792501773,503,"2014-2014",3.18863957597173,1.27304717251947,0.00234067525178414,566,"2013-2014",3.40359840954274,1.46042746390185,0.00277627819102258,503,"2014-2014",NA,NA,NA,NA
"82",82,"EYKT",2014,NA,1,739,NA,NA,NA,3.68843137254902,1.29195146358543,0.00208658269115262,561,"2014-2014",3.68843137254902,1.29195146358543,0.00226634170801659,561,"2014-2014",4.48393861892583,2.67518137058168,0.00707064746367432,391,"2012-2014",NA,NA,NA,NA
"83",83,"NSEO",2014,NA,1,442,NA,NA,NA,3.70821138211382,1.25679349593496,0.0111966303460179,123,"2014-2014",3.32074324324324,1.81991168872955,0.0121140949385059,148,"1988-2014",3.70821138211382,1.25679349593496,0.010423929477736,123,"2014-2014",NA,NA,NA,NA
"84",84,"SSEO",2014,NA,1,1056,NA,NA,NA,3.53490161001789,1.65316231109059,0.00300003841153214,559,"2013-2014",3.53490161001789,1.65316231109059,0.00306124082610617,559,"2013-2014",4.20802197802198,1.36954271062271,0.0150841267482191,91,"2009-2014",NA,NA,NA,NA
"85",85,"CSEO",2015,NA,1,1661,NA,NA,NA,3.47274725274725,1.38374904390763,0.00287824347525886,455,"2015-2015",3.18863957597173,1.27304717251947,0.00222874809724507,566,"2013-2015",3.47274725274725,1.38374904390763,0.00313818226118886,455,"2015-2015",NA,NA,NA,NA
"86",86,"EYKT",2015,1755,0.25,739,1296945,192501.5625,105129145814.062,3.96144578313253,1.89526963024512,0.00320441306925288,581,"2015-2015",3.96144578313253,1.89526963024512,0.0034432916409467,581,"2015-2015",4.48393861892583,2.67518137058168,0.00688276786047434,391,"2012-2015",5137777.30120482,1655524137348.17,0.250433534432137,5137.77730120482
"87",87,"NSEO",2015,NA,1,442,NA,NA,NA,3.94967948717949,1.93241147250392,0.00591439085329577,312,"2015-2015",3.32074324324324,1.81991168872955,0.0120542187102917,148,"1988-2015",3.94967948717949,1.93241147250392,0.0062830353149624,312,"2015-2015",NA,NA,NA,NA
"88",88,"SSEO",2015,NA,1,1056,NA,NA,NA,3.53490161001789,1.65316231109059,0.00288924816316632,559,"2013-2015",3.53490161001789,1.65316231109059,0.00292002580820105,559,"2013-2015",4.20802197802198,1.36954271062271,0.0149706232235254,91,"2009-2015",NA,NA,NA,NA
"89",89,"CSEO",2016,1101,0.14,1661,1828761,23759.1396,65549589184.3716,3.52450805008945,1.47611870916447,0.0025476897713379,559,"2016-2016",3.18863957597173,1.27304717251947,0.00222651147872735,566,"2013-2016",3.52450805008945,1.47611870916447,0.00245435219017072,559,"2016-2016",6445482.86618962,822954696908.955,0.140744847838153,6445.48286618962
"90",90,"EYKT",2016,NA,1,739,NA,NA,NA,3.92699490662139,2.11711017174272,0.00361543919593017,589,"2016-2016",3.92699490662139,2.11711017174272,0.00340593483331452,589,"2016-2016",4.48393861892583,2.67518137058168,0.00632968428268536,391,"2012-2016",NA,NA,NA,NA
