Year,Project Code,Project,Target Species Code,Trip No,Adfg No,Vessel Name,Trip Comments,Hook Size,Hook Spacing Inches,Longline System Code,Longline System,Otolith Number,Effort No,Station No,G Stat Area,Avg Depth Fathoms,Specimen No,Species,Species Code,Sample Type,Sex,Sex Code,Maturity,Maturity Code,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Age,Age Type,Age Readability,Age Readability Code,Discard Status,Release Condition,Specimen Comment,Age Readability Code
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,7,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,630,4.99,39,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,8,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,620,4.08,28,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,9,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,590,3.63,29,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,10,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,5.67,38,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,11,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,580,3.74,25,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,12,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,650,5.67,46,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,13,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,4.65,50,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,14,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,610,3.52,35,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,15,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,640,4.54,36,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,16,Yelloweye rockfish,145,Random,Female,02,Spent,06,01,Tip of snout to fork of tail,620,4.54,49,,,,,,,
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,17,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,650,4.65,45,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,18,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,4.88,34,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,19,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,650,5.56,50,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,20,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,600,3.97,30,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,21,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,600,3.86,35,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,22,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,620,4.31,35,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,23,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,5.1,35,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,24,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,710,6.58,38,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,25,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,590,3.4,35,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,4,,395800,,26,Yelloweye rockfish,145,Random,Female,02,Spent,06,01,Tip of snout to fork of tail,670,5.44,53,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,1,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,380,1.13,15,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,2,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,730,8.85,98,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,3,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,730,9.64,79,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,4,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,4.88,35,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,5,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,690,5.78,48,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,6,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,710,5.78,46,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,7,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,670,5.44,43,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,8,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,510,2.5,31,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,9,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,570,3.63,16,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,10,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,620,4.31,30,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,11,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,670,5.44,36,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,12,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,620,4.54,56,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,13,Yelloweye rockfish,145,Random,Female,02,Immature,01,01,Tip of snout to fork of tail,460,1.81,19,,Very Sure,01,,,,01
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,14,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,680,5.44,36,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,15,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,640,5.1,35,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,16,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,630,3.86,35,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,17,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,640,4.31,34,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,18,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,650,4.76,37,,Somewhat Unsure,04,,,,04
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,19,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,570,3.18,25,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,5,,395800,100,20,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,540,2.84,28,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,1,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,560,3.29,25,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,2,Yelloweye rockfish,145,Random,Female,02,Spent,06,01,Tip of snout to fork of tail,710,5.78,97,,,,,,,
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,3,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,710,6.8,69,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,4,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,510,2.72,24,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,5,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,700,5.9,37,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,6,Yelloweye rockfish,145,Random,Female,02,Maturing,02,01,Tip of snout to fork of tail,530,2.61,29,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,7,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,700,6.24,36,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,8,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,570,3.18,27,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,9,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,680,6.12,85,,,,,,,
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,10,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,490,1.93,25,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,11,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,530,2.38,25,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,12,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,740,6.58,84,,,,,,,
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,13,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,620,4.76,34,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,14,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,630,4.54,35,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,15,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,580,3.4,34,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,16,Yelloweye rockfish,145,Random,Male,01,Maturing,02,01,Tip of snout to fork of tail,530,2.72,22,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,17,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,650,6.12,80,,,,,,,
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,18,Yelloweye rockfish,145,Random,Male,01,Maturing,02,01,Tip of snout to fork of tail,550,2.72,25,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,19,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,680,5.1,43,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,6,,385800,115,20,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,460,1.7,19,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,1,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,650,4.65,49,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,2,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,620,4.2,30,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,3,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,670,5.9,56,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,4,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,650,5.44,67,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,5,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,620,5.1,37,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,6,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,650,4.99,41,,Somewhat Unsure,04,,,,04
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,7,Yelloweye rockfish,145,Random,Female,02,Spent,06,01,Tip of snout to fork of tail,720,7.26,100,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,8,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,550,2.95,29,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,9,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,580,3.63,26,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,10,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,650,4.99,87,,Unsure,05,,,,05
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,11,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,540,2.84,22,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,12,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,640,4.88,35,,Very Sure,01,,,,01
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,13,Yelloweye rockfish,145,Random,Female,02,Maturing,02,01,Tip of snout to fork of tail,540,2.95,28,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,14,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,520,2.5,26,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,15,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,590,3.74,39,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,16,Yelloweye rockfish,145,Random,Female,02,Maturing,02,01,Tip of snout to fork of tail,520,2.5,24,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,17,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,600,3.74,23,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,18,Yelloweye rockfish,145,Random,Female,02,Ripe,05,01,Tip of snout to fork of tail,710,7.71,42,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,19,Yelloweye rockfish,145,Random,Female,02,Spent,06,01,Tip of snout to fork of tail,610,4.2,36,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,20,Yelloweye rockfish,145,Random,Female,02,Immature,01,01,Tip of snout to fork of tail,440,1.59,29,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,21,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,660,5.44,58,,Fairly Sure,03,,,,03
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,22,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,610,3.74,33,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,23,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,670,4.65,46,,Comfortably Sure,02,,,,02
1993,605,Longline Survey,145,1,99999,IDA JUNE,,,,01,Vessel Conventional,,8,,395800,,24,Yelloweye rockfish,145,Random,Male,01,Spent,06,01,Tip of snout to fork of tail,700,5.56,40,,Comfortably Sure,02,,,,02
