"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"82","epsilon[79]",0.002,0.04,-0.08,0.001,0.084,TRUE,0.511,1,3000
"83","epsilon[80]",0.002,0.04,-0.08,0.002,0.083,TRUE,0.516,1.001,2546
"84","epsilon[81]",0.001,0.04,-0.08,0.001,0.083,TRUE,0.517,1.001,2066
"85","epsilon[82]",0.002,0.04,-0.079,0.002,0.083,TRUE,0.521,1,3000
"86","epsilon[83]",0.002,0.04,-0.078,0.003,0.081,TRUE,0.532,1.001,2061
"87","epsilon[84]",0.002,0.04,-0.078,0.002,0.084,TRUE,0.521,1,3000
"88","epsilon[85]",0.002,0.04,-0.082,0.002,0.081,TRUE,0.522,1,3000
"89","epsilon[86]",0.004,0.04,-0.078,0.004,0.082,TRUE,0.549,1,2286
"90","epsilon[87]",0.003,0.04,-0.079,0.002,0.084,TRUE,0.525,1,3000
"91","epsilon[88]",0.002,0.039,-0.076,0.001,0.08,TRUE,0.514,1,3000
"92","epsilon[89]",0.004,0.04,-0.076,0.003,0.083,TRUE,0.526,1.001,2553
"93","epsilon[90]",0.003,0.04,-0.077,0.003,0.084,TRUE,0.533,1.001,2056
"94","epsilon[91]",0.003,0.041,-0.079,0.003,0.083,TRUE,0.528,1.001,1106
"95","epsilon[92]",0.002,0.041,-0.08,0.002,0.082,TRUE,0.518,1.002,1628
"96","epsilon[93]",0.003,0.04,-0.076,0.004,0.081,TRUE,0.541,1.001,2426
"97","epsilon[94]",0.002,0.04,-0.076,0.002,0.085,TRUE,0.522,1.001,3000
"98","epsilon[95]",0.002,0.04,-0.077,0.001,0.08,TRUE,0.517,1,3000
"99","epsilon[96]",0.004,0.04,-0.08,0.003,0.082,TRUE,0.538,1,3000
"100","epsilon[97]",0.003,0.04,-0.076,0.004,0.084,TRUE,0.542,1,3000
"101","epsilon[98]",0.002,0.04,-0.078,0.003,0.083,TRUE,0.533,1,3000
"102","epsilon[99]",0.003,0.041,-0.078,0.002,0.085,TRUE,0.519,1,2533
"103","epsilon[100]",0.001,0.04,-0.08,0.001,0.082,TRUE,0.512,1,3000
"104","epsilon[101]",0.002,0.04,-0.081,0.002,0.083,TRUE,0.516,1,2880
"105","epsilon[102]",0.003,0.04,-0.082,0.003,0.087,TRUE,0.528,1,2387
"106","epsilon[103]",0.004,0.041,-0.08,0.003,0.085,TRUE,0.537,1,3000
"107","epsilon[104]",0.003,0.04,-0.076,0.002,0.084,TRUE,0.524,1,3000
"108","epsilon[105]",0.004,0.041,-0.078,0.003,0.085,TRUE,0.539,1.002,1052
"109","epsilon[106]",0.003,0.04,-0.076,0.002,0.082,TRUE,0.527,1.001,1971
"110","epsilon[107]",0.004,0.039,-0.077,0.003,0.082,TRUE,0.543,1,3000
"111","epsilon[108]",0.001,0.038,-0.076,0.001,0.079,TRUE,0.515,1.001,2147
"112","epsilon[109]",-0.001,0.038,-0.075,-0.002,0.079,TRUE,0.521,1.001,2261
"113","epsilon[110]",-0.005,0.037,-0.078,-0.005,0.069,TRUE,0.549,1,3000
"114","epsilon[111]",-0.012,0.037,-0.088,-0.011,0.063,TRUE,0.636,1,3000
"115","epsilon[112]",-0.015,0.036,-0.083,-0.015,0.06,TRUE,0.679,1,3000
"116","epsilon[113]",-0.017,0.036,-0.086,-0.017,0.058,TRUE,0.705,1.001,1821
"117","epsilon[114]",-0.018,0.036,-0.088,-0.018,0.056,TRUE,0.703,1.001,1638
"118","epsilon[115]",-0.02,0.036,-0.089,-0.019,0.054,TRUE,0.724,1,3000
"119","epsilon[116]",-0.021,0.037,-0.09,-0.021,0.058,TRUE,0.72,1.001,1503
"120","epsilon[117]",-0.025,0.036,-0.091,-0.025,0.047,TRUE,0.766,1,2804
"121","epsilon[118]",-0.029,0.034,-0.093,-0.029,0.04,TRUE,0.805,1,2291
"122","epsilon[119]",-0.029,0.034,-0.092,-0.028,0.041,TRUE,0.809,1.001,2068
"123","epsilon[120]",-0.025,0.035,-0.091,-0.024,0.047,TRUE,0.763,1,3000
"124","epsilon[121]",-0.021,0.036,-0.09,-0.02,0.05,TRUE,0.731,1.001,1761
"125","epsilon[122]",-0.02,0.036,-0.089,-0.019,0.054,TRUE,0.718,1.002,3000
"126","epsilon[123]",-0.017,0.036,-0.087,-0.017,0.055,TRUE,0.686,1,3000
"127","epsilon[124]",-0.012,0.037,-0.085,-0.011,0.063,TRUE,0.627,1.002,913
"128","epsilon[125]",-0.003,0.037,-0.08,-0.003,0.072,TRUE,0.539,1,2467
"129","epsilon[126]",0.003,0.037,-0.073,0.003,0.077,TRUE,0.536,1,3000
"130","epsilon[127]",0.003,0.037,-0.075,0.005,0.074,TRUE,0.55,1.001,1359
"131","epsilon[128]",0.007,0.036,-0.068,0.008,0.076,TRUE,0.587,1.001,1379
"132","epsilon[129]",0.011,0.037,-0.068,0.011,0.082,TRUE,0.627,1,3000
"133","epsilon[130]",0.014,0.035,-0.058,0.014,0.08,TRUE,0.668,1,3000
"134","epsilon[131]",0.014,0.035,-0.059,0.015,0.083,TRUE,0.66,1,3000
"135","epsilon[132]",0.012,0.036,-0.063,0.012,0.082,TRUE,0.647,1.001,3000
"136","epsilon[133]",0.004,0.038,-0.073,0.005,0.08,TRUE,0.554,1,3000
"137","epsilon[134]",0,0.041,-0.083,0,0.083,TRUE,0.499,1,3000
"138","epsilon[135]",0,0.04,-0.08,0.001,0.081,TRUE,0.509,1,3000
"139","epsilon[136]",0.001,0.04,-0.079,0,0.081,TRUE,0.493,1.001,1821
"140","PE[1]",-0.001,0.04,-0.084,-0.001,0.081,TRUE,0.507,1,3000
"141","PE[2]",-0.001,0.041,-0.084,-0.001,0.083,TRUE,0.513,1.001,3000
"142","PE[3]",0,0.04,-0.08,0.001,0.081,TRUE,0.494,1,3000
"143","PE[4]",0,0.04,-0.082,0,0.08,TRUE,0.503,1.001,1806
"144","PE[5]",0,0.04,-0.079,-0.001,0.079,TRUE,0.508,1,3000
"145","PE[6]",-0.001,0.04,-0.081,0,0.079,TRUE,0.504,1.001,3000
"146","PE[7]",-0.001,0.04,-0.082,-0.001,0.082,TRUE,0.513,1,3000
"147","PE[8]",0,0.04,-0.081,0,0.079,TRUE,0.497,1,3000
"148","PE[9]",-0.001,0.04,-0.079,0,0.079,TRUE,0.501,1,3000
"149","PE[10]",0,0.04,-0.083,0.001,0.08,TRUE,0.51,1,3000
"150","PE[11]",0,0.04,-0.082,0.001,0.078,TRUE,0.489,1,3000
"151","PE[12]",0,0.04,-0.082,0,0.078,TRUE,0.5,1,3000
"152","PE[13]",0,0.04,-0.082,0.001,0.08,TRUE,0.491,1,3000
"153","PE[14]",0,0.04,-0.083,0,0.081,TRUE,0.504,1.001,1853
"154","PE[15]",0,0.039,-0.078,0,0.079,TRUE,0.502,1,2763
"155","PE[16]",0,0.039,-0.079,0.001,0.076,TRUE,0.506,1,2553
"156","PE[17]",-0.001,0.039,-0.082,-0.001,0.077,TRUE,0.509,1.001,1300
"157","PE[18]",0,0.04,-0.082,0,0.079,TRUE,0.496,1.001,3000
"158","PE[19]",-0.001,0.04,-0.083,-0.001,0.08,TRUE,0.509,1.001,2524
"159","PE[20]",-0.001,0.04,-0.081,-0.002,0.081,TRUE,0.521,1,3000
"160","PE[21]",0,0.04,-0.08,0,0.08,TRUE,0.502,1,3000
"161","PE[22]",-0.001,0.04,-0.081,0,0.08,TRUE,0.498,1.001,1705
"162","PE[23]",0,0.04,-0.082,0,0.08,TRUE,0.501,1.001,2174
"163","PE[24]",0,0.04,-0.081,0.001,0.079,TRUE,0.492,1,3000
"164","PE[25]",0,0.04,-0.085,0.001,0.079,TRUE,0.494,1,3000
"165","PE[26]",0,0.04,-0.081,0,0.082,TRUE,0.499,1.001,1323
"166","PE[27]",0.001,0.04,-0.081,0,0.08,TRUE,0.498,1,2988
"167","PE[28]",-0.001,0.04,-0.082,-0.002,0.078,TRUE,0.517,1,3000
"168","PE[29]",0,0.04,-0.084,0.002,0.078,TRUE,0.518,1.001,1828
"169","PE[30]",0,0.041,-0.084,0,0.079,TRUE,0.502,1,3000
"170","PE[31]",0,0.039,-0.083,0,0.079,TRUE,0.498,1,3000
"171","PE[32]",-0.001,0.04,-0.08,0,0.082,TRUE,0.504,1,2863
"172","PE[33]",0.001,0.041,-0.081,0.001,0.082,TRUE,0.507,1.001,1933
"173","PE[34]",0,0.04,-0.079,0,0.081,TRUE,0.501,1.002,888
"174","PE[35]",-0.001,0.04,-0.081,0,0.077,TRUE,0.495,1.001,3000
"175","PE[36]",-0.001,0.04,-0.082,-0.002,0.078,TRUE,0.519,1.001,2268
"176","PE[37]",0,0.04,-0.081,0,0.079,TRUE,0.506,1,3000
"177","PE[38]",0,0.04,-0.082,0.001,0.079,TRUE,0.505,1,3000
"178","PE[39]",0,0.04,-0.081,0,0.079,TRUE,0.504,1.001,1466
"179","PE[40]",0.001,0.04,-0.084,0.002,0.081,TRUE,0.521,1,3000
"180","PE[41]",-0.001,0.039,-0.082,-0.001,0.08,TRUE,0.513,1,2631
"181","PE[42]",0,0.04,-0.081,0.002,0.078,TRUE,0.521,1,3000
"182","PE[43]",0,0.04,-0.082,0.001,0.08,TRUE,0.504,1.001,1621
"183","PE[44]",0,0.04,-0.08,0,0.081,TRUE,0.501,1.001,1374
"184","PE[45]",-0.001,0.04,-0.082,-0.001,0.078,TRUE,0.514,1.004,557
"185","PE[46]",0,0.04,-0.081,-0.001,0.076,TRUE,0.51,1,2488
"186","PE[47]",-0.001,0.041,-0.085,-0.001,0.08,TRUE,0.508,1,3000
"187","PE[48]",0.002,0.041,-0.083,0.001,0.082,TRUE,0.513,1.002,843
"188","PE[49]",0,0.041,-0.084,0.001,0.08,TRUE,0.51,1,3000
"189","PE[50]",0,0.04,-0.082,0,0.08,TRUE,0.5,1,3000
"190","PE[51]",0.001,0.041,-0.08,0,0.084,TRUE,0.503,1,3000
"191","PE[52]",0.001,0.04,-0.083,0.001,0.079,TRUE,0.515,1,3000
"192","PE[53]",-0.001,0.04,-0.083,-0.001,0.079,TRUE,0.509,1.001,1335
"193","PE[54]",0,0.04,-0.081,0,0.079,TRUE,0.496,1,3000
"194","PE[55]",0.001,0.04,-0.081,0.001,0.082,TRUE,0.514,1.001,2244
"195","PE[56]",0,0.04,-0.08,0,0.081,TRUE,0.504,1.002,1023
"196","PE[57]",0.001,0.041,-0.082,0.001,0.083,TRUE,0.508,1,3000
"197","PE[58]",0,0.04,-0.083,-0.001,0.083,TRUE,0.504,1,3000
"198","PE[59]",0,0.04,-0.083,0,0.077,TRUE,0.502,1.001,1666
"199","PE[60]",0,0.04,-0.083,0.001,0.079,TRUE,0.488,1,3000
"200","PE[61]",0,0.04,-0.08,0.001,0.082,TRUE,0.507,1.001,2428
"201","PE[62]",0,0.04,-0.08,0.001,0.08,TRUE,0.511,1,3000
"202","PE[63]",0.001,0.04,-0.081,0.001,0.083,TRUE,0.509,1.001,2505
"203","PE[64]",0,0.04,-0.082,0,0.079,TRUE,0.499,1.001,1678
"204","PE[65]",0.001,0.04,-0.082,0.001,0.08,TRUE,0.512,1,3000
"205","PE[66]",0,0.04,-0.084,0,0.08,TRUE,0.5,1,3000
"206","PE[67]",0.001,0.04,-0.083,0.001,0.081,TRUE,0.513,1,3000
"207","PE[68]",0.001,0.041,-0.085,0.001,0.08,TRUE,0.511,1,3000
"208","PE[69]",-0.001,0.04,-0.082,0.001,0.076,TRUE,0.494,1,3000
"209","PE[70]",0,0.04,-0.083,0.002,0.077,TRUE,0.518,1.003,1066
"210","PE[71]",0,0.04,-0.084,0.001,0.082,TRUE,0.509,1,3000
"211","PE[72]",0.002,0.04,-0.081,0.002,0.081,TRUE,0.521,1,3000
"212","PE[73]",0.001,0.04,-0.081,0.001,0.081,TRUE,0.506,1,3000
"213","PE[74]",0,0.04,-0.08,-0.001,0.08,TRUE,0.508,1,3000
"214","PE[75]",0.001,0.041,-0.082,0.002,0.082,TRUE,0.52,1.002,891
"215","PE[76]",0.001,0.04,-0.08,0.001,0.081,TRUE,0.509,1,3000
"216","PE[77]",0.002,0.04,-0.082,0.002,0.082,TRUE,0.516,1.001,3000
"217","PE[78]",0.002,0.04,-0.081,0.002,0.08,TRUE,0.523,1,3000
"218","PE[79]",0,0.04,-0.081,0,0.083,TRUE,0.498,1,3000
"219","PE[80]",0.001,0.04,-0.081,0.001,0.081,TRUE,0.506,1.001,2455
"220","PE[81]",0,0.04,-0.082,0,0.082,TRUE,0.506,1.001,2001
"221","PE[82]",0,0.04,-0.081,0.001,0.081,TRUE,0.511,1,3000
"222","PE[83]",0.001,0.04,-0.079,0.002,0.08,TRUE,0.522,1.001,1992
"223","PE[84]",0.001,0.04,-0.08,0.001,0.082,TRUE,0.511,1,3000
"224","PE[85]",0.001,0.04,-0.084,0.001,0.079,TRUE,0.512,1,3000
"225","PE[86]",0.002,0.04,-0.08,0.003,0.08,TRUE,0.535,1,2349
"226","PE[87]",0.002,0.04,-0.08,0.001,0.083,TRUE,0.512,1,3000
"227","PE[88]",0,0.039,-0.077,0,0.078,TRUE,0.503,1,3000
"228","PE[89]",0.002,0.04,-0.078,0.001,0.082,TRUE,0.518,1.001,2449
"229","PE[90]",0.002,0.04,-0.079,0.002,0.081,TRUE,0.521,1.001,1985
"230","PE[91]",0.002,0.041,-0.081,0.002,0.081,TRUE,0.519,1.001,1132
"231","PE[92]",0.001,0.041,-0.082,0.001,0.081,TRUE,0.508,1.002,1582
"232","PE[93]",0.002,0.04,-0.078,0.003,0.078,TRUE,0.529,1.001,2435
"233","PE[94]",0.001,0.04,-0.078,0.001,0.083,TRUE,0.511,1.001,3000
"234","PE[95]",0.001,0.04,-0.08,0,0.079,TRUE,0.506,1,3000
"235","PE[96]",0.002,0.04,-0.082,0.002,0.08,TRUE,0.526,1,3000
"236","PE[97]",0.002,0.04,-0.079,0.003,0.082,TRUE,0.528,1,3000
"237","PE[98]",0.001,0.04,-0.08,0.002,0.081,TRUE,0.522,1,3000
"238","PE[99]",0.001,0.041,-0.08,0.001,0.083,TRUE,0.512,1,2521
"239","PE[100]",0,0.04,-0.082,0,0.08,TRUE,0.502,1,3000
"240","PE[101]",0.001,0.04,-0.083,0.001,0.081,TRUE,0.507,1,2762
"241","PE[102]",0.002,0.04,-0.084,0.002,0.085,TRUE,0.519,1,2355
"242","PE[103]",0.002,0.041,-0.082,0.003,0.084,TRUE,0.526,1,3000
"243","PE[104]",0.001,0.04,-0.078,0.001,0.082,TRUE,0.515,1,3000
"244","PE[105]",0.003,0.041,-0.081,0.003,0.084,TRUE,0.529,1.002,1077
"245","PE[106]",0.002,0.04,-0.077,0.002,0.08,TRUE,0.519,1.001,2007
"246","PE[107]",0.002,0.039,-0.078,0.003,0.08,TRUE,0.532,1,3000
"247","PE[108]",0,0.038,-0.078,0,0.077,TRUE,0.504,1.001,2193
"248","PE[109]",-0.003,0.038,-0.077,-0.003,0.077,TRUE,0.533,1.001,2174
"249","PE[110]",-0.006,0.037,-0.081,-0.006,0.068,TRUE,0.557,1,3000
"250","PE[111]",-0.013,0.037,-0.089,-0.012,0.062,TRUE,0.644,1,3000
"251","PE[112]",-0.016,0.036,-0.085,-0.016,0.058,TRUE,0.688,1,3000
"252","PE[113]",-0.019,0.036,-0.088,-0.018,0.056,TRUE,0.711,1.001,1849
"253","PE[114]",-0.02,0.036,-0.09,-0.02,0.053,TRUE,0.713,1.001,1586
"254","PE[115]",-0.021,0.036,-0.091,-0.02,0.053,TRUE,0.735,1,3000
"255","PE[116]",-0.022,0.037,-0.092,-0.022,0.056,TRUE,0.729,1.001,1559
"256","PE[117]",-0.026,0.036,-0.092,-0.026,0.046,TRUE,0.771,1,2685
"257","PE[118]",-0.03,0.035,-0.094,-0.03,0.039,TRUE,0.814,1,2411
"258","PE[119]",-0.03,0.035,-0.094,-0.029,0.04,TRUE,0.815,1.001,2025
"259","PE[120]",-0.026,0.035,-0.092,-0.025,0.046,TRUE,0.771,1,3000
"260","PE[121]",-0.022,0.036,-0.092,-0.022,0.048,TRUE,0.739,1.001,1707
"261","PE[122]",-0.021,0.036,-0.092,-0.02,0.053,TRUE,0.724,1.002,3000
"262","PE[123]",-0.018,0.036,-0.088,-0.018,0.053,TRUE,0.697,1,3000
"263","PE[124]",-0.013,0.037,-0.087,-0.012,0.061,TRUE,0.638,1.002,897
"264","PE[125]",-0.005,0.037,-0.081,-0.004,0.071,TRUE,0.55,1,2495
"265","PE[126]",0.001,0.037,-0.074,0.002,0.075,TRUE,0.526,1,3000
"266","PE[127]",0.002,0.037,-0.077,0.003,0.073,TRUE,0.541,1.001,1326
"267","PE[128]",0.006,0.036,-0.069,0.007,0.074,TRUE,0.576,1.001,1336
"268","PE[129]",0.01,0.037,-0.071,0.01,0.081,TRUE,0.618,1,3000
"269","PE[130]",0.013,0.035,-0.059,0.012,0.078,TRUE,0.657,1,3000
"270","PE[131]",0.013,0.035,-0.061,0.014,0.081,TRUE,0.653,1,3000
"271","PE[132]",0.011,0.036,-0.065,0.011,0.08,TRUE,0.636,1,3000
"272","PE[133]",0.003,0.038,-0.075,0.004,0.078,TRUE,0.546,1,3000
"273","PE[134]",-0.002,0.041,-0.084,-0.001,0.081,TRUE,0.51,1,3000
"274","PE[135]",-0.001,0.04,-0.081,0,0.079,TRUE,0.501,1,3000
"275","PE[136]",0,0.04,-0.081,-0.001,0.079,TRUE,0.517,1.001,1869
"276","B[1]",43584.381,14449.906,25225.099,40911.689,80312.402,FALSE,1,1.001,3000
"277","B[2]",43544.599,14462.274,24939.063,40958.639,80773.048,FALSE,1,1.001,3000
"278","B[3]",43490.107,14456.248,24640.839,41058.268,80300.752,FALSE,1,1.002,3000
"279","B[4]",43484.832,14412.203,24444.648,41008.916,80097.297,FALSE,1,1.001,3000
"280","B[5]",43471.888,14382.465,24290.874,41140.038,80271.534,FALSE,1,1.001,3000
"281","B[6]",43432.983,14292.365,24394.465,41174.571,78849.887,FALSE,1,1.002,3000
"282","B[7]",43385.074,14229.442,23987.344,41217.032,78561.236,FALSE,1,1.002,3000
"283","B[8]",43354.636,14238.31,23970.537,41308.624,78673.862,FALSE,1,1.002,3000
"284","B[9]",43338.28,14261.462,23729.24,41082.23,78411.522,FALSE,1,1.002,3000
"285","B[10]",43286.395,14228.918,23830.445,40993.224,78043.801,FALSE,1,1.001,3000
"286","B[11]",43270.395,14233.79,23902.212,40947.871,78571.604,FALSE,1,1.001,3000
"287","B[12]",43242.761,14213.301,23731.521,40999.656,79656.879,FALSE,1,1.001,3000
"288","B[13]",43218.925,14185.026,23539.604,41137.782,78694.568,FALSE,1,1.001,3000
"289","B[14]",43167.705,14172.23,23445.133,41033.305,77770.178,FALSE,1,1.002,3000
"290","B[15]",43106.175,14072.429,23430.043,40881.847,77636.224,FALSE,1,1.001,3000
"291","B[16]",43064.503,14179.554,23038.865,41064.618,77835.74,FALSE,1,1.001,3000
"292","B[17]",42983.153,14042.819,23099.927,41017.622,78717.916,FALSE,1,1.001,3000
"293","B[18]",42819.276,13954.402,22965.106,40889.806,77369.086,FALSE,1,1.001,3000
"294","B[19]",42718.197,13844.971,22936.525,40714.339,77194.17,FALSE,1,1.001,3000
"295","B[20]",42537.329,13772.994,22699.963,40852.751,75817.902,FALSE,1,1.001,3000
"296","B[21]",42298.601,13693.513,22799.359,40517.932,75533.433,FALSE,1,1.001,3000
"297","B[22]",42107.314,13581.065,22513.914,40203.466,75538.893,FALSE,1,1,3000
"298","B[23]",41891.938,13501.393,22277.893,40183.428,75175.424,FALSE,1,1.001,3000
"299","B[24]",41695.69,13408.99,22044.783,39905.552,74354.194,FALSE,1,1,3000
"300","B[25]",41486.288,13349.623,21903.228,39728.753,74366.809,FALSE,1,1.001,3000
"301","B[26]",41270.051,13269.766,21802.609,39677.958,73867.141,FALSE,1,1.001,2922
"302","B[27]",41044.223,13149.498,21684.881,39411.048,73322.967,FALSE,1,1.001,3000
"303","B[28]",40874.631,13086.94,21661.005,39302.786,72458.791,FALSE,1,1.001,3000
"304","B[29]",40606.978,12911.161,21259.999,39034.397,72564.614,FALSE,1,1.001,3000
"305","B[30]",40505.557,12884.062,21453.465,38896.116,72061.253,FALSE,1,1,3000
"306","B[31]",40383.2,12859.529,21381.127,38843.84,71198.369,FALSE,1,1,3000
